EventID,UserName,LogHost,DomainName,Status,Source,AuthenticationPackage,Time,LogonID,ParentProcessName,ParentProcessID,ProcessName,ProcessID,LogonTypeDescription,LogonType,FailureReason,Destination
0,User807231,ActiveDirectory,Domain001,,,,119107,,,,,,,,,
7,Comp687438$,Comp687438,Domain001,,,,124911,0x4c658890,,,,,,,,
2,User363389,Comp916004,Domain001,,Comp391836,NTLM,125392,0x404a7463,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125225,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,User944522,Comp277495,Domain001,,,,139541,0xf525d,,,lsass.exe,0x30c,,,,Comp955279
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119171,,,,,,,,,
2,Comp916004$,Comp916004,Domain001,,Comp916004,Kerberos,125575,0x1d96c5674,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,125138,0x5102dfd2,,,,,,,,
4,Comp557979$,ActiveDirectory,Domain001,,,,123448,0x2f2658f6,,,,,Network,3.0,,
4,Comp893835$,ActiveDirectory,Domain001,,,,124766,0x3642fae3,,,,,Network,3.0,,
6,User927159,Comp581624,Domain001,,,,120305,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
7,Comp916004$,Comp916004,Domain001,,,,140705,0x1e024baef,,,,,,,,
2,Comp064062$,ActiveDirectory,Domain001,,Comp064062,Kerberos,119145,0xb80545e,,,,,Network,3.0,,
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125031,,,,,,,,,
4,Scanner,Comp735754,Domain001,,,,119497,0x161047d2,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,124705,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,AppService,Comp698972,Domain001,,,,124728,0xea3e55e,,,,,Network,3.0,,
7,Scanner,Comp722132,Domain001,,,,124920,0x82e092f,,,,,,,,
6,User711996,Comp409169,Domain001,,,,139591,0xc187769,,,Proc658859.exe,0x1858,,,,Comp916004
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125914,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,User385218,Comp916004,Domain001,,,,140552,0x3e7,,,Proc811977.exe,0x1a94,,,,Comp457365
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,139957,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119747,,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,123910,0x4b808a99,,,,,,,,
7,system,Comp330805,nt authority,,,,123475,0x3e7,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,125423,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
4,Comp916004$,Comp916004,Domain001,,,,124203,0x1d8fb11fb,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,140015,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,User611907,Comp916004,Domain001,,,,120060,0x3e7,,,Proc811977.exe,0x15e8,,,,Comp457365
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,140448,,,,,,,,,
6,User854151,Comp916004,Domain001,,,,119115,0x3e7,,,Proc811977.exe,0x1494,,,,Comp457365
1,User316856,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125962,,,,,,,,,
0,User406135,ActiveDirectory,Domain001,,,,120048,,,,,,,,,
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125455,,,,,,,,,
6,User927159,Comp581624,Domain001,,,,124213,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
2,Scanner,Comp738078,Domain001,,Comp073202,NTLM,123672,0x19d94535,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,123335,0x45b8aea5,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,139901,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,User214782,ActiveDirectory,Domain001,,,,124817,0x18d95f8d,,,,,Network,3.0,,
1,Administrator,Comp805669,Domain002,0xc0000064,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125399,,,,,,,,,
6,User148555,Comp871663,Domain001,,,,125483,0x43c0c8,,,Proc192919.exe,0x1fd8,,,,ActiveDirectory
0,User031567,ActiveDirectory,Domain001,,,,119156,,,,,,,,,
7,Scanner,EnterpriseAppServer,Domain001,,,,119277,0x4ef0db3,,,,,,,,
2,User927159,ActiveDirectory,Domain001,,Comp581624,Kerberos,125407,0x18ebd600,,,,,Network,3.0,,
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,119505,0x219f7,,,Proc813133.exe,0x760,Interactive,2.0,The specified account's password has expired.,
2,Comp207187$,ActiveDirectory,Domain001,,Comp207187,Kerberos,125200,0x18e6205f,,,,,Network,3.0,,
4,Comp457222$,ActiveDirectory,Domain001,,,,119534,0x2e81876a,,,,,Network,3.0,,
6,User398898,Comp916004,Domain001,,,,120097,0x3e4,,,Proc423620.exe,0xd28,,,,Comp457365
1,User116477,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,123319,,,,,,,,,
1,User750498,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119441,,,,,,,,,
2,Comp916004$,Comp916004,Domain001,,Comp916004,Kerberos,123554,0x227735dcd,,,,,Network,3.0,,
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124730,,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,125026,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
6,User308595,Comp853384,Domain001,,,,119209,0x3e7,,,lsass.exe,0x260,,,,Comp457365
2,Comp006560$,ActiveDirectory,Domain001,,Comp006560,Kerberos,123698,0x18b7f30a,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,120196,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
0,User402966,ActiveDirectory,Domain001,,,,124996,,,,,,,,,
7,Comp023513$,Comp023513,Domain001,,,,119165,0x62b4ead,,,,,,,,
4,Scanner,EnterpriseAppServer,Domain001,,,,125133,0x1dbc747b,,,,,Network,3.0,,
6,User927159,Comp581624,Domain001,,,,125407,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
1,User926458,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,123906,,,,,,,,,
6,User149417,Comp916004,Domain001,,,,125724,0x3e7,,,Proc811977.exe,0xb00,,,,Comp457365
6,User927159,Comp581624,Domain001,,,,123319,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
6,User525621,EnterpriseAppServer,Domain001,,,,119805,0x3e7,,,svchost.exe,0xe94,,,,Comp457365
7,Comp916004$,Comp916004,Domain001,,,,125694,0x40b9ff76,,,,,,,,
1,User906726,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125655,,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,142917,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
7,Scanner,Comp119593,Domain001,,,,125689,0x814153cb,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,119752,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
1,Administrator,Comp993593,Domain002,0xc0000064,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125140,,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,123405,,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,124600,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
1,User734218,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124339,,,,,,,,,
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,123549,0x219f7,,,Proc813133.exe,0x760,Interactive,2.0,The specified account's password has expired.,
4,EnterpriseAppServer$,ActiveDirectory,Domain001,,,,124115,0x2f424f63,,,,,Network,3.0,,
0,User341911,ActiveDirectory,Domain001,,,,140719,,,,,,,,,
6,User853904,Comp700191,Domain001,,,,124753,0x2aeac9,,,Proc570610.exe,0x1420,,,,Comp457365
2,User999918,ActiveDirectory,Domain001,,Comp906991,Kerberos,119717,0x2e8749da,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,124399,0x1d90b26f1,,,,,,,,
6,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,119809,0xd4ac47,,,Proc811977.exe,0x1888,,,,Comp457365
6,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,119533,0xd4ac47,,,Proc811977.exe,0x1888,,,,Comp457365
2,Comp916004$,Comp916004,Domain001,,Comp916004,Kerberos,124848,0x4bc4448d,,,,,Network,3.0,,
1,Administrator,Comp600947,Domain002,0xc0000064,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,120205,,,,,,,,,
2,Comp516901$,Comp479002,Domain001,,Comp516901,NTLM,120309,0xc870f15,,,,,Network,3.0,,
0,User862761,ActiveDirectory,Domain001,,,,139981,,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,140711,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,User616476,Comp712047,Domain001,,,,125578,0x1a66e7,,,Proc084690.exe,0x784,,,,Comp916004
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,140197,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,Comp939275$,Comp158828,Domain001,,,,124160,0x1ed73492,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,119872,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,User930957,Comp160710,Domain001,,,,125656,0x3e7,,,winlogon.exe,0x2b8,,,,Comp457365
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125518,,,,,,,,,
6,User927159,Comp894088,Domain001,,,,140703,0xe035054,,,Proc746489.exe,0x3710,,,,ActiveDirectory
6,Administrator,Comp520997,Domain001,,,,125936,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
1,Administrator,Comp315341,Domain002,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124532,,,,,,,,,
4,Comp939275$,Comp370444,Domain001,,,,140402,0x37c53468,,,,,Network,3.0,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119236,,,,,,,,,
6,User740395,Comp182605,Domain001,,,,140040,0x3e7,,,lsass.exe,0x330,,,,Comp457365
7,Comp916004$,Comp916004,Domain001,,,,139587,0x4b90ed94,,,,,,,,
1,User487829,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124797,,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,139574,0x22d82cde4,,,,,,,,
4,Comp849114$,ActiveDirectory,Domain001,,,,123765,0x362433a6,,,,,Network,3.0,,
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,140518,,,,,,,,,
6,User495744,Comp916004,Domain001,,,,119329,0x3e7,,,Proc811977.exe,0x2b8c,,,,Comp457365
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,125501,0x219f7,,,Proc813133.exe,0x760,Interactive,2.0,The specified account's password has expired.,
2,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Kerberos,124811,0x1cabe0f6,,,,,Network,3.0,,
2,Comp548548$,ActiveDirectory,Domain001,,Comp548548,Kerberos,119570,0x2e82a840,,,,,Network,3.0,,
6,User599046,Comp481651,Domain001,,,,120174,0xee039,,,Proc084690.exe,0x3838,,,,Comp916004
7,Comp939275$,Comp158828,Domain001,,,,124084,0x1ed6f77a,,,,,,,,
2,User678446,ActiveDirectory,Domain001,,Comp780864,Kerberos,120045,0x184a14a3,,,,,Network,3.0,,
4,User901784,Comp370444,Domain001,,,,119680,0x31f6c168,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,119630,0x225f20375,,,,,,,,
4,Comp619207$,Comp876177,Domain001,,,,123512,0x6b685b89,,,,,Network,3.0,,
2,AppService,EnterpriseAppServer,EnterpriseAppServer,,EnterpriseAppServer,NTLM,140757,0xdebd78c,,,,,Network,3.0,,
4,Comp558041$,ActiveDirectory,Domain001,,,,123560,0x361dd27c,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,139940,0x22da7c060,,,,,,,,
6,User464959,Comp540496,Domain001,,,,119907,0x8cffab,,,svchost.exe,0x190,,,,Comp916004
2,EnterpriseAppServer$,ActiveDirectory,Domain001,,EnterpriseAppServer,Kerberos,119187,0xb81b158,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,140216,0x45581a3d,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,119450,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,AppService,Comp217088,Domain001,,,,140238,0x38dbb977,,,Proc363817.exe,0x6044,,,,EnterpriseAppServer
4,Comp916004$,Comp916004,Domain001,,,,119683,0x3e7ed416,,,,,Network,3.0,,
4,User854330,Comp658422,Domain001,,,,140064,0x21beaf45,,,,,Network,3.0,,
2,User588703,Comp704126,Domain001,,Comp326834,Kerberos,124773,0x1c67291,,,,,Network,3.0,,
6,User927159,Comp581624,Domain001,,,,140715,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,139825,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,User927159,Comp581624,Domain001,,,,139820,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,119254,0x219f7,,,Proc813133.exe,0x760,Interactive,2.0,The specified account's password has expired.,
4,Comp916004$,Comp916004,Domain001,,,,125475,0x446aca11,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,123963,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
2,User985149,ActiveDirectory,Domain001,,Comp675862,Kerberos,125457,0x3658f9e0,,,,,Network,3.0,,
4,Comp674722$,ActiveDirectory,Domain001,,,,125305,0xc1b2836,,,,,Network,3.0,,
6,User230087,Comp338783,Domain001,,,,139643,0x29dbf356,,,Proc658859.exe,0x1880,,,,Comp916004
7,Comp939275$,Comp158828,Domain001,,,,124073,0x1ed5a8cb,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119787,,,,,,,,,
7,Scanner,Comp000566,Domain001,,,,123377,0xfd07789,,,,,,,,
4,Anonymous,Comp864167,nt authority,,,,125623,0x1297a8aa,,,,,Network,3.0,,
6,Administrator,Comp520997,Domain001,,,,125599,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
6,User197812,Comp916004,Domain001,,,,123548,0x3e7,,,Proc811977.exe,0x15e8,,,,Comp457365
5,User201596,Comp654369,Domain001,,,,124511,0xb2277d26,,,,,,,,
3,User173030,Comp820978,Comp820978,,Comp820978,Negotiate,120053,0x3e7,,,Proc858929.exe,0x1a4c,CachedInteractive,11.0,An Error occured during Logon.,
7,Scanner,Comp033462,Domain001,,,,140134,0x235935a,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,125039,0x444933b2,,,,,,,,
0,User495214,ActiveDirectory,Domain001,,,,140065,,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119124,,,,,,,,,
7,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,120296,0xc1db8fa,,,,,,,,
2,Scanner,EnterpriseAppServer,Domain001,,Comp073202,NTLM,125126,0x1dbc3ef5,,,,,Network,3.0,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,140045,,,,,,,,,
7,Scanner,Comp080203,Domain001,,,,140321,0x463f26b,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124862,,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125935,,,,,,,,,
1,User665689,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125042,,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,120239,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
2,User183140,ActiveDirectory,Domain001,,Comp301624,Kerberos,119882,0x11799d78,,,,,Network,3.0,,
2,Comp916004$,Comp916004,Domain001,,Comp916004,Kerberos,139483,0x1ddeb29d3,,,,,Network,3.0,,
7,Scanner,Comp680831,Domain001,,,,123727,0x92f15053,,,,,,,,
4,User675268,Comp479002,Domain001,,,,119373,0xc6fd445,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,140425,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,Comp811180$,ActiveDirectory,Domain001,,,,119351,0x35959f5c,,,,,Network,3.0,,
1,User313188,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125861,,,,,,,,,
7,Administrator,Comp542689,Domain001,,,,125651,0x136be529,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,119762,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,User927159,ActiveDirectory,Domain001,,,,140108,0x3816b40a,,,,,Network,3.0,,
4,User242451,ActiveDirectory,Domain001,,,,125365,0x12191a89,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,139578,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,Comp696386$,ActiveDirectory,Domain001,,,,125391,0x2f6d5a80,,,,,Network,3.0,,
0,User374774,ActiveDirectory,Domain001,,,,123544,,,,,,,,,
2,Comp300589$,ActiveDirectory,Domain001,,Comp300589,Kerberos,125015,0x18e0b99c,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,124196,0x3fe4762b,,,,,,,,
0,User901949,ActiveDirectory,Domain001,,,,119087,,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,139774,0x44e78214,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,123529,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
6,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,119513,0xd4ac47,,,Proc811977.exe,0x1888,,,,Comp457365
7,Comp916004$,Comp916004,Domain001,,,,120168,0x1d96d932a,,,,,,,,
6,User458576,Comp456455,Domain001,,,,140605,0xc90ab,,,Proc658859.exe,0x1bcc,,,,Comp916004
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119977,,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,140163,0x22dbd9c13,,,,,,,,
2,User731877,Comp063824,Domain001,,Comp411966,Kerberos,119842,0x14bd1b106,,,,,Network,3.0,,
6,User082219,Comp626347,Domain001,,,,125793,0x3e7,,,winlogon.exe,0x3d8,,,,Comp457365
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,139952,0x219f7,,,Proc813133.exe,0x760,Interactive,2.0,The specified account's password has expired.,
6,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,120239,0xd4ac47,,,Proc811977.exe,0x1888,,,,Comp457365
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,139703,,,,,,,,,
7,AppService,Comp698972,Domain001,,,,139669,0xff34fb7,,,,,,,,
1,Administrator,Comp076236,Domain002,0xc0000064,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,140342,,,,,,,,,
7,User378309,Comp983832,Domain001,,,,119752,0xa4f8c445,,,,,,,,
7,Scanner,Comp172063,Domain001,,,,124174,0x28f5750,,,,,,,,
4,AppService,Comp367857,Domain001,,,,140588,0x18bc3511,,,,,Network,3.0,,
2,User862761,Comp704126,Domain001,,Comp274856,Kerberos,140583,0x51573c7,,,,,Network,3.0,,
6,User773429,Comp916004,Domain001,,,,140779,0x3e7,,,Proc811977.exe,0x165c,,,,Comp457365
6,User927159,Comp581624,Domain001,,,,125116,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,119033,0x219f7,,,Proc813133.exe,0x760,Interactive,2.0,The specified account's password has expired.,
6,User149417,Comp916004,Domain001,,,,124978,0x3e7,,,Proc811977.exe,0xb00,,,,Comp457365
2,Administrator,ActiveDirectory,Domain001,,Comp520997,Kerberos,123761,0xbf688d7,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,119288,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,User927159,Comp581624,Domain001,,,,124810,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
6,User981140,ActiveDirectory,Domain001,,,,139908,0x3e7,,,lsass.exe,0x308,,,,Comp457365
7,Comp916004$,Comp916004,Domain001,,,,125071,0x46452fd2,,,,,,,,
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,123687,,,,,,,,,
4,User223979,Comp479002,Domain001,,,,124980,0xcf59bc5,,,,,Network,3.0,,
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,125015,0x28244,,,Proc813133.exe,0x778,Interactive,2.0,The specified account's password has expired.,
2,Scanner,Comp765428,Domain001,,Comp623258,NTLM,125088,0x2f74f7b6,,,,,Network,3.0,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,120161,,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,124864,0x443685fe,,,,,,,,
4,User034538,ActiveDirectory,Domain001,,,,123905,0x36287f77,,,,,Network,3.0,,
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,123438,,,,,,,,,
2,Comp805315$,ActiveDirectory,Domain001,,Comp805315,Kerberos,124447,0xc0783fa,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,123909,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,124091,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,AppService,Comp698972,Domain001,,,,119803,0xe3afaa8,,,,,Network,3.0,,
4,User492761,ActiveDirectory,Domain001,,,,125307,0x18e91af6,,,,,Network,3.0,,
6,User682980,Comp668800,Domain001,,,,140501,0x1626d24,,,Proc084690.exe,0x1774,,,,Comp916004
7,Comp916004$,Comp916004,Domain001,,,,124571,0x1d918df4a,,,,,,,,
4,Comp562853$,ActiveDirectory,Domain001,,,,140377,0xd74b866,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,123720,0x1da991da9,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,119764,0x225fd2998,,,,,,,,
0,User829024,ActiveDirectory,Domain001,,,,124611,,,,,,,,,
0,User380749,ActiveDirectory,Domain001,,,,125522,,,,,,,,,
6,User791468,Comp916004,Domain001,,,,140086,0x3e7,,,Proc811977.exe,0x1494,,,,Comp457365
7,Comp916004$,Comp916004,Domain001,,,,119830,0x3e80a05a,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125918,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,140518,,,,,,,,,
2,User243964,ActiveDirectory,Domain001,,Comp767147,Kerberos,120036,0x35aae016,,,,,Network,3.0,,
6,User927159,Comp581624,Domain001,,,,140120,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,139580,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,User924415,Comp494198,Domain001,,,,125545,0x1057dfe,,,Proc084690.exe,0x21f8,,,,Comp916004
0,User517416,ActiveDirectory,Domain001,,,,123760,,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,125238,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125468,,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,125217,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
2,Comp916004$,ActiveDirectory,Domain001,,Comp916004,Kerberos,124778,0x18d95b0c,,,,,Network,3.0,,
7,User378309,Comp983832,Domain001,,,,139960,0xa6f3bcfd,,,,,,,,
4,User411321,ActiveDirectory,Domain001,,,,119332,0x3594ef83,,,,,Network,3.0,,
0,User213056,ActiveDirectory,Domain001,,,,124531,,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,125683,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119094,,,,,,,,,
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,123412,,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,125757,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
3,User545698,Comp916004,Domain001,,Comp916004,Negotiate,120027,0x3e4,,,Proc423620.exe,0xd28,NetworkClearText,8.0,Account currently disabled.,
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,123321,,,,,,,,,
4,Comp507971$,ActiveDirectory,Domain001,,,,123986,0x362abb7a,,,,,Network,3.0,,
2,Comp916004$,Comp916004,Domain001,,Comp916004,Kerberos,124878,0x227f1300e,,,,,Network,3.0,,
0,User133171,ActiveDirectory,Domain001,,,,139515,,,,,,,,,
1,Administrator,ActiveDirectory,Domain001,0xc000006a,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119223,,,,,,,,,
3,User689795,Comp706959,Domain001,,Comp706959,Negotiate,140366,0x3e7,,,winlogon.exe,0x294,Unlock,7.0,Unknown user name or bad password.,
